Competition,CompetitionCode,flightcode,WineNodeID,Priority,winename,producer,appellation,vintage,price,SubmitterCompanyName,SubmitterTelephone,SubmitterWebsite,EssentialsWineStyle,EssentialsWineType,BottleSize,ResidualSugar,NewWorldWineColour,NewWorldVarietal,OldWorldCountry,OldWorldWineColour,SweetnessLevel,WineClassName,CompetitionCategoryName,CountryName,CategoryNodeID,TastingTeams1,WineType,WineColour,Medal
2020,SPA-FR-CH-NV-UD,2020_SPA-FR-CH-NV-UD_006,29227,6,"Essentiel, Cuvée Résérvée",Piper-Heidsieck,Champagne,NV,35.5, Liberty Wines,020 7819 0333,http://www.libertywines.co.uk,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - NV Champagne-ultra-dry,France,12460,56,Sparkling,White,Silver
2020,SPA-FR-CH-NV-UD,2020_SPA-FR-CH-NV-UD_007,29228,7,"Essentiel, Blanc de Blancs",Piper-Heidsieck,Champagne,NV,39.2, Liberty Wines,020 7819 0333,http://www.libertywines.co.uk,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - NV Champagne-ultra-dry,France,12460,56,Sparkling,White,Commended
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_001,32151,1,"Grand Cru, Bouzy Brut ",Brice,Champagne,2012,31.26,Top Selection Ltd,2072904454,www.topselection.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Silver
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_002,29719,2,Gold Label,Lanson,Champagne,2009,43.2,Lanson International UK Ltd,2076479892,www.lansonchampagne.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Bronze
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_003,30407,3,"Mumm Brut, Millésime",G.H. Mumm,Champagne,2006,49.14,Martell Mumm Perrier-Jouët SAS,01 53 23 79 24,https://www.perrier-jouet.com/fr-fr/,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Bronze
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_004,29916,4,Brut Millésime,Besserat de Bellefon,Champagne,2008,73.83,Lanson International UK Ltd,2076479892,www.lansonchampagne.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Bronze
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_005,29722,5,"Noble Cuvée, Brut",Lanson,Champagne,2002,88.39,Lanson International UK Ltd,2076479892,www.lansonchampagne.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Gold
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_006,30345,6,Belle Epoque ,Perrier-Jouët,Champagne,2012,131.8,Martell Mumm Perrier-Jouët SAS,01 53 23 79 24,https://www.perrier-jouet.com/fr-fr/,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Silver
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_007,29471,7,Brut,Taittinger,Champagne,2014,37.84, Hatch Mansfield,01344 871800,http://www.hatchmansfield.com,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Commended
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_008,29229,8,Vintage,Piper-Heidsieck,Champagne,2012,41.5, Liberty Wines,020 7819 0333,http://www.libertywines.co.uk,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Bronze
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_009,29507,9,"Comtes de Champagne, Blanc de Blancs, Brut",Taittinger,Champagne,2008,107.8, Hatch Mansfield,01344 871800,http://www.hatchmansfield.com,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Gold
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_010,29261,10,Rare,Piper-Heidsieck,Champagne,2006,120, Liberty Wines,020 7819 0333,http://www.libertywines.co.uk,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Silver
2020,SPA-FR-CH-V,2020_SPA-FR-CH-V_011,28888,11,Vintage,G.H. Martel & Co,Champagne,2012,28.31,GH MARTEL,326510633,,Sparkling,Sparkling,NULL,>10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Vintage Champagne,France,3539,55,Sparkling,White,Commended
2020,SPA-FZ-MED,2020_SPA-FZ-MED_001,32004,1,"Eins Zwei Zero, Sparkling Riesling",Leitz,Rheinhessen,NV,7.74,Enotria Winecellars Ltd,020 8963 4235,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,"Sparkling - Frizzante & semi-sweet, inc rosé",Germany,5917,59,Sparkling,Rosé,Commended
2020,SPA-FZ-MED,2020_SPA-FZ-MED_003,31244,3,"Cascinetta, Moscato d'Asti",Vietti,Piedmont,2018,13.84,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,"Sparkling - Frizzante & semi-sweet, inc rosé",Italy,5917,59,Sparkling,Rosé,Commended
2020,SPA-FZ-MED,2020_SPA-FZ-MED_004,29776,4,Moscato d'Asti,Contero,Piedmont,2019,10.35,Marenco,3.90144E+11,www.en.maencovini.com,Sparkling,Sparkling,NULL,>10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,"Sparkling - Frizzante & semi-sweet, inc rosé",Italy,5917,59,Sparkling,Rosé,Gold
2020,SPA-IT,2020_SPA-IT_001,30518,1,"Valento, Spumante",The Wine People,Vino d'Italia,NV,6.78,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Bronze
2020,SPA-IT,2020_SPA-IT_002,31968,2,"Palladiano Durello, Spumante Brut",Adria Vini,Veneto,NV,6.85, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Commended
2020,SPA-IT,2020_SPA-IT_003,30030,3,Mezza di Mezzacorona,Mezzacorona,Trentino,NV,8.85,Nosio SpA,3.90462E+11,www.gruppomezzacorona.it,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Commended
2020,SPA-IT,2020_SPA-IT_004,31121,4,Cavicchioli Pignoletto Modena DOC Spumante,GRUPPO ITALIANO VINI SPA,EMILIA-ROMAGNA,NV,9.35,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Out
2020,SPA-IT,2020_SPA-IT_005,32027,5,Bolé Bianco Spumante Brut Romagna DOC,Bolé,Emilia Romagna,NV,10.27,Enotria Winecellars Ltd,020 8963 4235,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Out
2020,SPA-IT,2020_SPA-IT_006,30063,6,"Cuvee 28+ Brut, Trentodoc",Rotari,Trentino,NV,11.64,Nosio SpA,3.90462E+11,www.gruppomezzacorona.it,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Silver
2020,SPA-IT,2020_SPA-IT_007,29576,7,"Altemasi, Trentodoc Brut, Millesimato",Cavit,Trentino,2016,13.6,Cavit SC,0039 0461 381764,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Gold
2020,SPA-IT,2020_SPA-IT_008,30870,8,"Dubl, Falanghina Spumante",Feudi di San Gregorio,Campania,NV,15.08, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Bronze
2020,SPA-IT,2020_SPA-IT_009,30076,9,"Flavio, Trentodoc",Rotari,Trentino,2011,30,Nosio SpA,3.90462E+11,www.gruppomezzacorona.it,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Other Italy,Italy,15693,46,Sparkling,White,Silver
2020,SPA-IT-FRA,2020_SPA-IT-FRA_001,30696,1,"Franciacorta, La Capinera, Brut",Vigneti Cenci,Franciacorta,NV,19.76,Matthew Clark,1275890228,www.matthewclark.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Franciacorta,Italy,15906,46,Sparkling,White,Gold
2020,SPA-IT-P,2020_SPA-IT-P_001,28447,1,Prosecco ,Canti,Veneto,2019,5.25,Fratelli Martini Secondo Luigi S.p.A,3.90142E+11,www.cantiwine.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Silver
2020,SPA-IT-P,2020_SPA-IT-P_002,30603,2,"Proudly Vegan, Prosecco",Broadland Drinks,Veneto,NV,5.92,Broadland Drinks Ltd,1603872474,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Gold
2020,SPA-IT-P,2020_SPA-IT-P_003,29816,3,"Sea Change, Prosecco",Botter,Veneto,NV,7,10 International Ltd,01372 454910,www.10international.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_004,31516,4,Prosecco Doc Treviso Extra Dry Terra Serena,Serena Wines 1881,Veneto,NV,7.2,Serena Wines 1881,4382011,www.serenawines.it,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_005,31482,5,"Apericena, Prosecco",Riunite,Veneto,NV,7.43,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Bronze
2020,SPA-IT-P,2020_SPA-IT-P_006,31481,6,"Bel Canto, Prosecco ",Riunite,Veneto,NV,7.43,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Silver
2020,SPA-IT-P,2020_SPA-IT-P_007,31416,7,"Vivoli, Prosecco",Botter,Veneto,NV,7.57,WX,7557738828,www.wxbrands.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Silver
2020,SPA-IT-P,2020_SPA-IT-P_008,31972,8,Fontessa Prosecco Spumante Brut,Adria Vini,Venezie,NV,7.95, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_009,29577,9,"Cavit, Lunetta, Prosecco",Cavit,Veneto,NV,8.25,Cavit SC,0039 0461 381764,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_010,32325,10,"Prosecco Treviso, Brut",Soligo,Veneto,2019,8.6,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_011,32324,11,"Prosecco Treviso, Extra Dry",Soligo,Veneto,2019,8.6,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Gold
2020,SPA-IT-P,2020_SPA-IT-P_012,32323,12,Prosecco Col fondo DOC frizzante,Cantina Colli del Soligo,Veneto,2019,9,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_013,30656,13,"Da Luca, Prosecco",Accolade,Veneto,NV,9.28,Matthew Clark,1275890228,www.matthewclark.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_014,30655,14,"Sette Bello, Prosecco",Accolade,Veneto,NV,9.28,Matthew Clark,1275890228,www.matthewclark.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Bronze
2020,SPA-IT-P,2020_SPA-IT-P_015,29079,15,"Imperativo, Prosecco",Botter,Veneto,NV,9.32,BOTTER S.P.A.,0039 421 67194,https://www.botter.it/,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_016,32321,16,"Il Concerto, Prosecco, Brut",San Simone,Friuli-Venezia Giulia,NV,10.75,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Bronze
2020,SPA-IT-P,2020_SPA-IT-P_017,30138,17,"Il Vino dei Poeti, Prosecco ",Bottega,Veneto,2019,10.81,Bottega Spa,394384067,www.bottegaspa.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_018,30332,18,"Cuvée 1821, Prosecco ",Zonin,Veneto,NV,11.05,Zonin UK Ltd,020 89404943,https://www.zonin.co.uk/,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Gold
2020,SPA-IT-P,2020_SPA-IT-P_019,30876,19,"Prosecco Extra Dry 'Fili', Sacchetto Vini",Sacchetto Vini,Veneto,NV,11.43, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_019A,32401,19A,"Argeo, Prosecco Brut",Ruggeri,Veneto,NV,12.45,Enotria Winecellars Ltd,020 8963 4235,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_020,31168,20,Bottega Gold,Bottega SPA,Veneto,NV,18.44,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_021,28848,21,"Prosecco, Extra Dry",Pirani,Veneto,NV,6.75,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Commended
2020,SPA-IT-P,2020_SPA-IT-P_022,28864,22,Bericanto Prosecco Doc Spumante,Cielo E Terra,Veneto,2018,9.25,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_023,29006,23,Fantinel Prosecco Extra-dry,Fantinel,Friuli Venezia Giukia,NV,12.4,GRUPPO VINICOLO FANTINEL SPA,3.90428E+11,www.fantinel.com,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Out
2020,SPA-IT-P,2020_SPA-IT-P_024,28991,24,"One & Only, Prosecco Spumante, Brut",Fantinel,Friuli-Venezia Giulia,2019,13.91,GRUPPO VINICOLO FANTINEL SPA,3.90428E+11,www.fantinel.com,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco,Italy,3537,48,Sparkling,White,Bronze
2020,SPA-IT-P-V,2020_SPA-IT-P-V_001,32322,1,"Col de Mez, Valdobbiadene Prosecco Superiore, Extra Dry",Soligo,Veneto,2019,10.45,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Silver
2020,SPA-IT-P-V,2020_SPA-IT-P-V_002,32327,2,"Cuvée Solicum, Conegliano Valdobbiadene Prosecco Superiore, Extra Dry",Soligo,Veneto,2019,10.95,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Bronze
2020,SPA-IT-P-V,2020_SPA-IT-P-V_003,29288,3,"Conegliano Valdobbiadene Prosecco, Brut",Toffoli,Veneto,2018,11.17,Davy's Wine Merchants,020 8858 6011,www.davywine.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Silver
2020,SPA-IT-P-V,2020_SPA-IT-P-V_004,29291,4,"Conegliano Valdobbiadene Organic Prosecco, Brut",Toffoli,Veneto,2018,11.25,Davy's Wine Merchants,020 8858 6011,www.davywine.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Commended
2020,SPA-IT-P-V,2020_SPA-IT-P-V_005,31153,5,Jeio Valdobbiadene Brut,Bisol ,Veneto,NV,12.35,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Gold
2020,SPA-IT-P-V,2020_SPA-IT-P-V_006,30875,6,"Valdobbiadene Prosecco Superiore, Biologico, Extra Dry ",Sacchetto Vini,Veneto,2018,12.76, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Bronze
2020,SPA-IT-P-V,2020_SPA-IT-P-V_007,30874,7,"Valdobbiadene Prosecco Superiore, Biologico, Brut",Sacchetto Vini,Veneto,2018,12.84, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Commended
2020,SPA-IT-P-V,2020_SPA-IT-P-V_008,29673,8,"Valdobbiadene Prosecco Superiore, Extra Dry ",Paolo Zucchetto,Veneto,2019,12.98,Paolo Zucchetto,3406015848,www.zucchetto.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Bronze
2020,SPA-IT-P-V,2020_SPA-IT-P-V_009,32326,9,Conegliano Valdobbiadene Prosecco Superiore DOCG Rive si Soligo Millesimato Dry,Cantina Colli del Soligo,Veneto,2018,13.25,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Out
2020,SPA-IT-P-V,2020_SPA-IT-P-V_010,29674,10,"Paolo Zucchetto, Valdobbiadene Prosecco Superiore Docg, Purofol Extra Brut 2019",Paolo Zucchetto,Veneto,2019,13.98,Paolo Zucchetto,3406015848,www.zucchetto.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Out
2020,SPA-IT-P-V,2020_SPA-IT-P-V_011,31154,11,Valdobbiadene Brut Crede,Bisol ,Veneto,2018,15.65,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Commended
2020,SPA-IT-P-V,2020_SPA-IT-P-V_012,29672,12,"Superiore di Cartizze, Brut ",Paolo Zucchetto,Veneto,2019,16.98,Paolo Zucchetto,3406015848,www.zucchetto.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Silver
2020,SPA-IT-P-V,2020_SPA-IT-P-V_013,31155,13,Valdobbiadene Superiore Cartizze,Bisol Desiderio & Figli,Veneto,2017,23.63,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Out
2020,SPA-IT-P-V,2020_SPA-IT-P-V_014,28835,14,Prosecco Docg Dal Bello Asolo Frizzante,Dal Bello Vini,Prosecco,2018,9.35,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Sparkling,Sparkling,NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Out
2020,SPA-IT-P-V,2020_SPA-IT-P-V_015,28834,15,"Valdobbiadene Prosecco, Extra Dry ",Col Vetoraz,Veneto,2018,10.98,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Sparkling,Sparkling,NULL,>10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - Prosecco - Valdobbiadene,Italy,15692,47,Sparkling,White,Bronze
2020,SPA-NW,2020_SPA-NW_001,30829,1,Extra Brut,Undurraga,Leyda Valley,NV,11.71, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,Chile,12425,60,Sparkling,White,Bronze
2020,SPA-NW,2020_SPA-NW_002,30352,2,"Offshoot, Sauvignon Blanc Pet Nat",Hunter's  ,Marlborough,2019,12,Jeroboams ,2072888888,www.jeroboams.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,New Zealand,12425,60,Sparkling,White,Gold
2020,SPA-NW,2020_SPA-NW_003,31191,3,Brut,Graham Beck,Robertson,NV,13.7,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,South Africa,12425,60,Sparkling,White,Commended
2020,SPA-NW,2020_SPA-NW_004,30357,4,Miru Miru,Hunter's  ,Marlborough,NV,14.3,Jeroboams ,2072888888,www.jeroboams.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,New Zealand,12425,60,Sparkling,White,Bronze
2020,SPA-NW,2020_SPA-NW_005,31192,5,Blanc de Blancs,Graham Beck,Robertson,2014,16.03,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,South Africa,12425,60,Sparkling,White,Silver
2020,SPA-NW,2020_SPA-NW_006,31190,6,Brut Zero,Graham Beck,Robertson,2012,16.2,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,South Africa,12425,60,Sparkling,White,Out
2020,SPA-NW,2020_SPA-NW_007,30654,7,Croser ,Accolade,Adelaide Hills,NV,16.72,Matthew Clark,1275890228,www.matthewclark.co.uk,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,Australia,12425,60,Sparkling,White,Commended
2020,SPA-NW,2020_SPA-NW_008,31200,8,Sparkling,Josef Chromy,Tasmania,NV,17.41,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,Australia,12425,60,Sparkling,White,Gold
2020,SPA-NW,2020_SPA-NW_009,29892,9,Brut ,Akarua,Central Otago,NV,18.45,Akarua Ltd,03 445 0897,www.akarua.com,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,New Zealand,12425,60,Sparkling,White,Commended
2020,SPA-NW,2020_SPA-NW_010,31050,10,"Huia, Blanc de Blancs",Huia Vineyards,Marlborough,2016,21.57,Bibendum Wine,7885709315,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,New Zealand,12425,60,Sparkling,White,Silver
2020,SPA-NW,2020_SPA-NW_011,31997,11,"Ice Cuvée, Sparkling",Peller ,Ontario,NV,22.27,Enotria Winecellars Ltd,020 8963 4235,,Sparkling,Sparkling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,Sparkling - New World,Canada,12425,60,Sparkling,White,Commended
