Team,Day,Round,Tasting Date,Competition,CompetitionCode,flightcode,WineNodeID,Priority,winename,producer,appellation,vintage,price,SubmitterCompanyName,SubmitterTelephone,SubmitterWebsite,BottleSize,ResidualSugar,SweetnessLevel,WineClassName,CompetitionCategoryName,CountryName,WineType,WineColour
Team 4,Day 1,1,24/02/2020,2020,FR-RHO-S-R,2020_FR-RHO-S-R_003,29279,3,"Domaine Des Carabiniers, Lunar Apogé, Lirac Rouge",Domaine Des Carabiniers,Rhône,2018,12.83,Davy's Wine Merchants,020 8858 6011,www.davywine.co.uk,,,,Old World,"France - Rhône - south, red",France,Still,Red
Team 4,Day 1,1,24/02/2020,2020,FR-RHO-S-R,2020_FR-RHO-S-R_004,31308,4,Clos de Sixte Lirac,Vignobles Alain Jaume & Fils,Rhone Valley,2016,14.11,Bibendum Wine,7885709315,,,,,Old World,"France - Rhône - south, red",France,Still,Red
Team 4,Day 1,1,24/02/2020,2020,FR-RHO-S-R,2020_FR-RHO-S-R_005,30262,5,"Châteauneuf-du-pape, Philippine Saint-cyrille",Maison Desvignes Ainé & Fils,Rhône,2017,18.92,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Old World,"France - Rhône - south, red",France,Still,Red
Team 4,Day 1,1,24/02/2020,2020,IT-NE-TAF-R,2020_IT-NE-TAF-R_010,29769,10,Pinot Nero Alto Adige Doc,Franz Haas,Trentino-alto Adige,2017,19.2,Franz Haas Srl,471812280,www.franz-haas.com,,,,Old World,"Italy - NE - Trentino, Alto Adige & Friuli Venezia Giulia, red",Italy,Still,Red
Team 4,Day 1,1,24/02/2020,2020,FR-RHO-S-R,2020_FR-RHO-S-R_006,32076,6,"Domaine Brusset, Gigondas, Tradition Le Grand Montmirail",Domaine Brusset,Rhone,2018,20.41,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,"France - Rhône - south, red",France,Still,Red
Team 4,Day 1,1,24/02/2020,2020,IT-NE-TAF-R,2020_IT-NE-TAF-R_011,32318,11,Alto Adige DOC Pinot Noir Riserva Sanct Valentin,Cantina Produttori San Michele Appiano,Alto Adige,2017,23.35,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,"Italy - NE - Trentino, Alto Adige & Friuli Venezia Giulia, red",Italy,Still,Red
Team 4,Day 1,1,24/02/2020,2020,IT-NE-TAF-R,2020_IT-NE-TAF-R_014,28992,14,La Roncaia Refosco,La Roncaia,Friuli Venezia Giulia,2014,23.81,GRUPPO VINICOLO FANTINEL SPA,3.90428E+11,www.fantinel.com,,<10g/litre,,Old World,"Italy - NE - Trentino, Alto Adige & Friuli Venezia Giulia, red",Italy,Still,Red
Team 4,Day 1,1,24/02/2020,2020,FR-RHO-S-R,2020_FR-RHO-S-R_007,31310,7,Chateau St Cosme Gigondas,LOUIS & CHERRY BARRUOL,Gigondas,2017,24.83,Bibendum Wine,7885709315,,,,,Old World,"France - Rhône - south, red",France,Still,Red
Team 4,Day 1,1,24/02/2020,2020,IT-NE-TAF-R,2020_IT-NE-TAF-R_012,30072,12,Mezzacorona Nos Teroldego Rotaliano Riserva,Mezzacorona,Trentino,2013,30,Nosio SpA,3.90462E+11,www.gruppomezzacorona.it,,,,Old World,"Italy - NE - Trentino, Alto Adige & Friuli Venezia Giulia, red",Italy,Still,Red
Team 4,Day 1,1,24/02/2020,2020,IT-NE-TAF-R,2020_IT-NE-TAF-R_013,31286,13,Pinot Noir Krafuss Alois Lageder,Alois Lageder,Alto Adige,2016,33.51,Bibendum Wine,7885709315,,,,,Old World,"Italy - NE - Trentino, Alto Adige & Friuli Venezia Giulia, red",Italy,Still,Red
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_001,31974,1,Papagiannakos Savatiano,Domaine Papagiannakos,Attika,2019,9.3, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_002,29832,2,Alpha Estate Malagouzia Single Vineyard Turtles,Alpha Estate,Florina,2019,9.45,Alpha Estate,3.02386E+11,www.alpha-estate.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_003,31579,3,Palaiokastra,Karadimos,Atalanti,2018,9.88,Southern Wine Roads,07775 714595,www.southernwineroads.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_003A,32366,03A,Assyrtiko Organic,Athanasiou,Nemea,2018,10.24,Jascots Wine Merchants Ltd.,020 8965 2000,https://www.jascots.co.uk/,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_004,30861,4,"Kydonitsa, Laconia, Monemvasia Winery Tsimbidi",Monemvasia Winery Tsimbidi,Laconia,2018,10.65, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_005,31976,5,Papagiannakos Assyrtiko,Domaine Papagiannakos,Attika,2019,10.75, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_006,32023,6,"2018 Assyrtiko, Ktima Kir-Yianni",Ktima Kir-Yianni,Macedonia,2018,10.82,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_007,31580,7,Seventeen,Aoton,Attica,2017,12,Southern Wine Roads,07775 714595,www.southernwineroads.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_008,31975,8,Papagiannakos Natural Savatiano,Domaine Papagiannakos,Attika,2019,12.15, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_009,31119,9,Agioritiko Abaton Mount Athos White,EVANGELOS TSANTALIS,SANTORINI,2018,12.32,Bibendum Wine,7885709315,,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_010,30857,10,"Vidiano, Dafnes. Crete, Idaia Winery",Idaia Winery,Crete,2018,12.54, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_011,30859,11,"Malagousia, Epanomi, Ktima Gerovassiliou",Ktima Gerovassiliou,Macedonia,2019,14.36, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_012,31581,12,Litani,Afianes,Aegean Islands,2018,14.55,Southern Wine Roads,07775 714595,www.southernwineroads.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_013,29836,13,Alpha Estate Ecosystem Assyrtiko Single Block Aghia Kiriaki,Alpha Estate,Florina,2018,15.11,Alpha Estate,3.02386E+11,www.alpha-estate.com,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_014,31120,14,Santo Santorini Assyrtiko,EVANGELOS TSANTALIS,SANTORINI,2018,16.14,Bibendum Wine,7885709315,,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 10,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_015,30858,15,"Sauvignon Blanc Assyrtiko Estate White, Pangeon, Ktima Biblia Chora",Ktima Biblia Chora,Macedonia,2019,16.28, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,GRE-W,2020_GRE-W_016,30855,16,"Assyrtiko 'Wild Ferment', Santorini, Gaia Wines",Gaia Wines,Aegean Islands,2018,26.07, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Greece - white varietals/blends,Greece,Still,White
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_001,31949,1,Krohn Colheita 2007,Wiese & Krohn,Douro,2007,14.15, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,75cl,,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-W,2020_PT-W_001,28943,1,"Kopke, 10 Year Old White Port",Sogevinus,Douro,NV,23.85,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - White - young & aged ,Portugal,Fortified,White
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_002,30442,2,Poças Colheita 2000,Poças,Douro,2000,26.27,Manoel D. Poças Junior - Vinhos SA,3.51224E+11,www.pocas.pt,75cl,,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_003,28954,3,Barros Colheita,Sogevinus,Douro,1996,26.37,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_004,28949,4,Kopke Colheita,Sogevinus,Douro,2000,29.7,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_005,28950,5,Kopke Colheita,Sogevinus,Douro,2001,30.38,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-W,2020_PT-W_002,28945,2,Kopke Colheita White Port,Sogevinus,Douro,2003,37.45,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - White - young & aged ,Portugal,Fortified,White
Team 9,Day 4,1,03/03/2020,2020,PT-W,2020_PT-W_003,28944,3,Kopke 20 Year Old White,Sogevinus,Douro,NV,50,Sogevinus,3.5191E+11,www.sogevinus.com,37.5cl,>10g/litre,,Essentials,Port - White - young & aged ,Portugal,Fortified,White
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_006,28948,6,Kopke Colheita,Sogevinus,Douro,1981,72.63,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,PT-C,2020_PT-C_007,28947,7,Kopke Colheita,Sogevinus,Douro,1980,79.4,Sogevinus,3.5191E+11,www.sogevinus.com,75cl,>10g/litre,,Essentials,Port - Colheita,Portugal,Fortified,Red
Team 9,Day 4,1,03/03/2020,2020,IT-CEN-Chi,2020_IT-CEN-CHI_001,30207,1,"Grati, 'g', Chianti",Vinexus,Tuscany,2018,6.37,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Old World,Italy - Central - Chianti,Italy,Still,Red
Team 9,Day 4,1,03/03/2020,2020,IT-CEN-Chi,2020_IT-CEN-CHI_002,31872,2,Uggiano Chianti Colli Fiorentini,Azienda Uggiano,Toscana,2018,6.85, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Italy - Central - Chianti,Italy,Still,Red
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_001,30214,1,"Araldica, Valle Berta, Gavi",Araldica,Piedmont,2019,7.35,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_002,31955,2,La Battistina Gavi,Azienda Agricola La Battistina,Piemonte,2019,8.4, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-CEN-Chi,2020_IT-CEN-CHI_003,31122,3,Chianti Rufina Fattoria di Basciano,MASI RENZO FATTORIA BASC,Tuscany,2017,9.81,Bibendum Wine,7885709315,,,,,Old World,Italy - Central - Chianti,Italy,Still,Red
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_003,31953,3,Santa Seraffa Gavi del Comune di Gavi,Tenuta Santa Seraffa,Piemonte,2019,9.95, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_012,29211,12,"Vite Colte, Masseria Dei Carmelitani, Gavi Del Comune Di Gavi",Vite Colte,Piedmont,2019,11.25,Vite Colte,173564611,www.vitecolte.it,,<10g/litre,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_004,30869,4,"Gavi del Commune di Gavi 'Fossili', San Silvestro",San Silvestro,Piedmont,2018,11.3, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_006,31065,6,Morgassi Superiore Tuffo Gavi del Comune di Gavi DOCG,Morgassi,Piedmont,2018,12.62,Bibendum Wine,7885709315,,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_007,30719,7,"Gavi di Gavi, Enrico Serafino",Enrico Serafino,Piemonte,2018,12.84,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_008,28434,8,La Toledana Gavi Di Gavi Docg,La Toledana,Piedmont,2018,12.93,Fratelli Martini Secondo Luigi S.p.A,3.90142E+11,www.cantiwine.com,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_009,32173,9,Gavi di Gavi Rovereto,Fontanassa,Piedmont,2018,14.17,Top Selection Ltd,2072904454,www.topselection.co.uk,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_009A,32402,09A,Gavi di Gavi DOCG,Fontanafredda,Piedmont,2019,14.58,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_010,31066,10,Morgassi Superiore Volo Gavi del Comune di Gavi DOCG,Morgassi,Piedmont,2017,15.15,Bibendum Wine,7885709315,,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-NW-W-Gav,2020_IT-NW-W-GAV_011,30887,11,"Gavi del Commune di Gavi 'Rovereto', Michele Chiarlo",Michele Chiarlo,Piedmont,2018,16.53, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Italy - North-west - Gavi,Italy,Still,White
Team 9,Day 4,1,03/03/2020,2020,IT-CEN-Chi,2020_IT-CEN-CHI_005,30884,5,"Chianti Rúfina Riserva, Vecchie Viti, Castello Nipozzano, Frescobaldi",Frescobaldi,Tuscany,2016,22.92, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Italy - Central - Chianti,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_001,30066,1,Cavaliere D'oro Chianti Classico,Gabbiano,Chianti,2016,7.73,Treasury Wine Estates,7887942148,www.tweglobal.com,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,ISR-W,2020_ISR-W_001,31854,1,1848 5th Generation White Blend,1848,Galilee,2017,12,"Kedem Europe Ltd,",020 8802 8889,http://kedemeurope.com/,,,,Old World,Israel - white,Israel,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_002,32290,2,Chianti Classico Rocca di Castagnoli,Rocca di Castagnoli,Tuscany,2017,12.75,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_003,30396,3,Chianti Classico,Fattoria Casaloste,Tuscany,2017,14.2,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_001,31928,1,Villa la Pagliaia Chianti Classico Gran Selezione,Villa La Pagliaia,Toscana,2015,16, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_004,31093,4,Castellare Chianti Classico,CASTELLARE DI CASTELLINA,Tuscany,2018,16.14,Bibendum Wine,7885709315,,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_005,31537,5,Chianti Classico,Querciabella,Tuscany,2017,16.4,Querciabella,5585927777,www.querciabella.com,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,ISR-W,2020_ISR-W_004,31858,4,Yatir Mt Amasa White,Yatir,Upper Galilee/negev,2017,16.66,"Kedem Europe Ltd,",020 8802 8889,http://kedemeurope.com/,,,,Old World,Israel - white,Israel,Still,White
Team 8,Day 4,1,03/03/2020,2020,ISR-W,2020_ISR-W_005,31856,5,Carmel Single Vineyard Kayoumi White Riesling,Carmel Winery,Upper,2017,17.66,"Kedem Europe Ltd,",020 8802 8889,http://kedemeurope.com/,,,,Old World,Israel - white,Israel,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL,2020_IT-CEN-CH-CL_006,30399,6,Chianti Classico,Castello Dei Rampolla,Tuscany,2016,19,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,Italy - Central - Chianti Classico,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,ISR-W,2020_ISR-W_006,31853,6,Covenant Blue C Viognier,Covenant,Galilee,2019,20,"Kedem Europe Ltd,",020 8802 8889,http://kedemeurope.com/,,,,Old World,Israel - white,Israel,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_002,32319,2,Montebello Sette Chianti Classico Gran Selezione DOCG,Tolaini,Toscana,2015,23.5,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_003,31926,3,San Felice Poggio Rosso Gran Selezione Chianti Classico,Agricola San Felice,Toscana,2016,29.15, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_004,30866,4,"Chianti Classico Gran Selezione, La Prima, Castello Vicchiomaggio",Castello Vicchiomaggio,Tuscany,2015,34.03, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_005,29934,5,La Prima,Castello Vicchiomaggio,Tuscany,2016,34.03,Castello Vicchiomaggio,39055854079,www.vicchiomaggio.it,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 8,Day 4,1,03/03/2020,2020,IT-CEN-CH-CL-GS,2020_IT-CEN-CH-CL-GS_006,29938,6,Le Bolle,Castello Vicchiomaggio,Tuscany,2016,45.68,Castello Vicchiomaggio,39055854079,www.vicchiomaggio.it,,,,Old World,Italy - Central - Chianti Classico Gran Selezione,Italy,Still,Red
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_018,28839,18,Chardonnay Piemonte La Caplana,La Caplana,Piemonte,2018,7.84,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_001,31879,1,Castel del Lupo Pinot Grigio 'Della Ginestra' [Organic],Castel del Lupo,Lombardia,2018,7.85, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_002,30355,2,Langhe Chardonnay,Luca Bosio,Piedmont,2018,8.4,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_003,32277,3,Derthona COLLI TORTONESI TIMORASSO,LA COLOMBERA,Piedmont,2018,8.82,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_004,32274,4,ROERO ARNEIS DOCG,DEZZANI SRL,PIEDMONT,2019,9.3,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_005,30379,5,Pinot Bianco Garda Doc,Cantina Bottenago,Lumbardy,2018,9.95,CANTINA BOTTENAGO - SOC. AGR. ERIAN SRL,3.90365E+12,www.bottenago.it,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_006,30366,6,Langhe Favorita,Bel Colle,Piedmont,2018,10.25,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_019,29442,19,Lugana Premium,Cantine Scolari,Lumbardy,2018,10.48,CANTINE SCOLARI SRL,365651002,www.cantinescolari.it,,<10g/litre,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_007,29286,7,"Pelassa, San Vito, Roero Arneis",Pelassa,Piedmont,2018,10.67,Davy's Wine Merchants,020 8858 6011,www.davywine.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_020,29530,20,"Nunzio Ghiraldi, Il Gruccione, Lugana",Nunzio Ghiraldi,Lombardy,2018,11.3,AZIENDA AGRICOLA NUNZIO GHIRALDI,309906612,www.nunzioghiraldi.it,,<10g/litre,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_008,29728,8,Etichetta Grigia,Cantine Lunae Bosoni Srl,Liguria,2019,11.6,CANTINE LUNAE BOSONI srl,3.90188E+11,www.cantinelunae.com,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_009,31895,9,Marchesi di Grésy Langhe Sauvignon Blanc,Marchesi di Grésy,Piemonte,2018,13.7, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_010,32028,10,"2018 Langhe Arneis DOC, Ascheri",Cantine Giacomo Ascheri,Piedmont,2018,14.44,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_011,32278,11,Il Montino COLLI TORTONESI  TIMORASSO,LA COLOMBERA,PIEMONTE,2017,14.85,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_012,30367,12,Langhe Rossese Bianco,Amalia,Piedmont,2016,15.2,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_021,29527,21,"Nunzio Ghiraldi, Sant'onorata 1953, Lugana",Nunzio Ghiraldi,Lombardy,2017,15.78,AZIENDA AGRICOLA NUNZIO GHIRALDI,309906612,www.nunzioghiraldi.it,,<10g/litre,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_013,29729,13,Albarola,Cantine Lunae Bosoni Srl,Liguria,2019,15.8,CANTINE LUNAE BOSONI srl,3.90188E+11,www.cantinelunae.com,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_014,29730,14,Etichetta Nera,Cantine Lunae Bosoni Srl,Liguria,2019,16.25,CANTINE LUNAE BOSONI srl,3.90188E+11,www.cantinelunae.com,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_015,31243,15,Roero Arneis,Vietti,Piedmont,2018,16.55,Bibendum Wine,7885709315,,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 8,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_016,30371,16,Bissia Langhe Chardonnay,La Bioca,Piedmont,2017,18.4,Jeroboams ,2072888888,www.jeroboams.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
Team 7,Day 4,1,03/03/2020,2020,IT-NW-W,2020_IT-NW-W_017,30991,17,"Lugana 'Ancilla', Lombardy, Ancilla Lugana",Ancilla Lugana,Lombardy,2016,19.38, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,"Italy - North-west, white - others",Italy,Still,White
